cluster,level1_category,level2_category,level3_category,顏色,L1,L2,L3,品牌,品號,商品名稱
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,涼感,Besties 貝絲蒂,13703390,【Besties 貝絲蒂】柴語錄 涼感抑菌衛生棉(24.5cm-8片)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,涼感,Besties 貝絲蒂,13703392,【Besties 貝絲蒂】柴語錄 涼感抑菌衛生棉(29cm-7片)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,涼感,Besties 貝絲蒂,13703394,【Besties 貝絲蒂】柴語錄 涼感抑菌衛生棉(35cm)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,館長推薦,一滴淨,13708591,【一滴淨】天然有機洗衣露2000mlX1+天然手洗精X1件組(貼身衣物/兒童衣物皆可用)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,蘇菲,Sofy 蘇菲,13716650,【Sofy 蘇菲】超熟睡褲型衛生棉(乳木果油型 M-L 2片x4包 共8片)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,蘇菲,Sofy 蘇菲,13716651,【Sofy 蘇菲】超熟睡褲型衛生棉(涼感型 L-XL 2片x4包 共8片)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,蘇菲,Sofy 蘇菲,13716652,【Sofy 蘇菲】超熟睡褲型衛生棉(草本抑菌型 M-XL 2片x4包 共8片)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,Hibis 木槿花,13729541,【Hibis木槿花】暖腳套+衛生棉夜用2入組
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,SOFTeen 舒婷,13742953,【舒婷SOFTeen】柔棉自在安心褲 3包/共9件(日本原裝進口 日夜可用 褲型衛生棉 衛生棉褲 安睡褲 晚安褲)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,蕾妮亞,Laurier 蕾妮亞,13745728,【Laurier 蕾妮亞】零觸感特薄輕潔抑菌一般日用22.5cm(16片)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,本月主打,Laurier 蕾妮亞,13745729,【Laurier 蕾妮亞】蕾妮亞零觸感特薄輕潔抑菌日用加長25cm(14片)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,本月主打,Laurier 蕾妮亞,13751212,【Laurier 蕾妮亞】蕾妮亞極吸好眠草本抑菌褲型衛生棉(M-L 2片入/包)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,靠得住,Kotex 靠得住,13763473,【Kotex 靠得住】靠得住絲薄好眠褲6包 M/L/XL箱購任選(7片/包)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,本月主打,康乃馨,13766165,【康乃馨】清涼護墊一般型15cm 24片2入裝(24片/包；2包/組)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,涼感,唯白,13839263,【唯白】新客體驗組_hahababy衛生棉+淨嫩透白衛生棉(涼感舒適/台灣製造)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,SOFTeen 舒婷,13861359,【SOFTeen 舒婷】柔棉自在安心褲 12包/共36件(日本原裝進口 日夜可用 褲型衛生棉 衛生棉褲 安睡褲 晚安褲)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,SOFTeen 舒婷,13861417,【舒婷SOFTeen】柔棉自在安心褲 6包/共18件(日本原裝進口 日夜可用 褲型衛生棉 衛生棉褲 安睡褲 晚安褲)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,產褥墊,Cmore,13919007,【Cmore】高吸收產褥看護墊(加大型/5片裝)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,產褥墊,Cmore,13919176,【Cmore】高吸收產褥看護墊(加大型/5片裝x2包)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,蕾妮亞,Laurier 蕾妮亞,13919380,【Laurier 蕾妮亞】蕾妮亞零觸感特薄輕潔抑菌特長夜用30cm(6片)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,蕾妮亞,Laurier 蕾妮亞,13939335,【Laurier 蕾妮亞】零觸感輕潔抑菌夜用衛生棉箱購(30cmx24包)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,蕾妮亞,Laurier 蕾妮亞,13939336,【Laurier 蕾妮亞】零觸感輕潔抑菌日用衛生棉箱購(22.5cmx12包/25cmx12包)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,本月主打,Laurier 蕾妮亞,13969039,【Laurier 蕾妮亞】零觸感特薄羽感棉夜用24包入箱購(30cm6片/35cm5片)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,Dailix,14010259,【Dailix】35cm立體漂浮超瞬吸抑菌淨味衛生棉(7片裝x6入組)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,本月主打,唯白,14022526,【唯白】二伯強力推薦-hahababy淨嫩透白SOD草本抑菌衛生棉10包組(MIT台灣製/向日葵花香/草本涼感)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,天天,14032391,【天天】驚奇褲衛生棉-純粹黑(褲型-3片/包)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,褲型,Mammy Village 六甲村,14054967,【Mammy Village 六甲村】極量瞬吸．女王褲 6包入組(待產必備/惡露/褲型產褥墊/安睡褲)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,蘇菲,Sofy 蘇菲,14057747,【Sofy 蘇菲】超日安褲內褲型衛生棉(M-XL 2片x4包 共8片)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,日用,歐拉公主,14067666,【歐拉公主】超透氣甲殼素抑菌衛生棉 一般款(一般日用型24cm/一般夜用型28cm/夜用加長型35cm)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,日用,歐拉公主,14067670,【歐拉公主】超透氣甲殼素抑菌衛生棉 一般款 6入組(一般日用型24cm/一般夜用型28cm/夜用加長型35cm)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,涼感,歐拉公主,14067671,【歐拉公主】超透氣甲殼素抑菌衛生棉 涼感款 6入組(涼感日用型24cm/涼感夜用型28cm/涼感夜用加長型35cm)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,涼感,歐拉公主,14067677,【歐拉公主】超透氣甲殼素抑菌衛生棉 涼感款(涼感日用型24cm/涼感夜用型28cm/涼感夜用加長型35cm)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,本月主打,Laurier 蕾妮亞,14112312,【Laurier 蕾妮亞】極吸好眠特長夜用衛生棉量販包(特長30cm8片3包/護邊特長35cm8片2包/特長35cm6片3包)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,褲型,Laurier 蕾妮亞,14126919,【Laurier 蕾妮亞】零觸感褲型衛生棉 日用貼貼褲箱購(M-L褲型24包入)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,靠得住,Kotex 靠得住,14159340,【Kotex 靠得住】3種尺寸-草本茶樹衛生棉(23cm、28cm、35cm)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,天天,14162471,【天天】驚奇褲衛生棉_純粹黑x2包組_褲型衛生棉(3片x2包 共6片)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,天天,14162472,【天天】驚奇褲衛生棉_純粹黑x4包組_褲型衛生棉(3片x4包 共12片)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,本月主打,Laurier 蕾妮亞,14169292,【Laurier 蕾妮亞】極吸好眠夜用衛生棉量販包4入組(特長30cm/護邊超長35cm/超長35cm)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,涼感,Dailix,14206007,【Dailix】29cm立體漂浮超瞬吸抑菌淨味衛生棉 涼感款(8片裝x6入組)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,褲型,Laurier 蕾妮亞,14208814,【Laurier 蕾妮亞】零觸感貼貼褲褲型衛生棉4包組(M-L褲型)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,SOFTeen 舒婷,14218204,【舒婷SOFTeen】柔棉自在安心褲 1包3件(日本原裝進口 日夜可用 褲型衛生棉 衛生棉褲 安睡褲 晚安褲 褲型棉)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,日用,好自在,14273517,【好自在】2盒組-24、27公分液體衛生棉(24公分x72片 / 27公分x64片)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,衛生棉條,Sofy 蘇菲,14287317,【Sofy 蘇菲】2盒組-導管式衛生棉條(多種尺寸可選)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,靠得住,Kotex 靠得住,14300340,【Kotex 靠得住】日用懶人褲褲型衛生棉 三種尺寸 (1褲+4替換片 x 14包/箱)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,靠得住,Kotex 靠得住,14300341,【Kotex 靠得住】無痕絲綿褲型衛生棉M號/L號(2片X14包/箱)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,天天,14314963,【天天】驚奇褲衛生棉+護墊新客組(褲型3片/包+護墊28片/包)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,日用,Kao 花王,14345869,【Kao 花王】Laurier 超薄型 量多衛生棉 日用25cm/夜用35cm(平行輸入)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,日用,Kao 花王,14345870,【Kao 花王】Laurier 柔軟純棉 量多衛生棉 日用25cm/夜用30cm/花香夜用30cm(平行輸入)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,JELLY 潔麗,14355903,【JELLY 潔麗】裸感空氣棉(255mm日用型10片裝) 衛生棉 瞬吸乾爽 植萃抑菌 輕薄透氣
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,JELLY 潔麗,14355904,【JELLY 潔麗】裸感空氣褲(M/L號3片裝) 褲型衛生棉 衛生棉褲 瞬吸防漏 植萃抑菌
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,康乃馨,14373682,【康乃馨】貼馨褲 褲型衛生棉M-L號(2片/包)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,康乃馨,康乃馨,14373683,【康乃馨】貼馨褲 褲型衛生棉L-XL號(2片/包)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,涼感,Sofy 蘇菲,14396557,【Sofy 蘇菲】6包組-4種尺寸清新涼感超薄衛生棉(多種尺寸可選)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,Sofy 蘇菲,14406455,【Sofy 蘇菲】超熟睡(28/35/41.5/42cm)/天然原生棉(23/26/29cm)/肌呼吸(共20-148片)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,涼感,長榮生醫,14414128,【長榮生醫】Velorio美麗先淨草本花香沁涼好眠褲20包組(M-L/共20片/衛生棉/抑菌/防漏)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,涼感,長榮生醫,14421430,【長榮生醫】Velorio美麗先淨草本花香沁涼好眠褲20包組(L-XL/共20片/衛生棉/抑菌/防漏)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,JELLY 潔麗,14447082,【JELLY 潔麗】裸感空氣棉/褲(混搭5包組) 衛生棉 褲型衛生棉 瞬吸防漏 植萃抑菌 透氣不悶熱
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,JELLY 潔麗,14447083,【JELLY 潔麗】裸感空氣棉(5包組)衛生棉 瞬吸乾爽 植萃抑菌 輕薄透氣
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,JELLY 潔麗,14447084,【JELLY 潔麗】裸感空氣褲(5包組)褲型衛生棉 衛生棉褲 瞬吸防漏 植萃抑菌
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,涼感,長榮生醫,14513204,【長榮生醫】Velorio美麗先淨草本花香沁涼好眠褲40包組(L-XL/共40片/衛生棉/抑菌/防漏)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,涼感,長榮生醫,14513206,【長榮生醫】Velorio美麗先淨草本花香沁涼好眠褲60包組(L-XL/共60片/衛生棉/抑菌/防漏)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,涼感,長榮生醫,14513208,【長榮生醫】Velorio美麗先淨草本花香沁涼好眠褲40包組(M-L/共40片/衛生棉/抑菌/防漏)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,涼感,長榮生醫,14513210,【長榮生醫】Velorio美麗先淨草本花香沁涼好眠褲60包組(M-L/共60片/衛生棉/抑菌/防漏)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,天天,14573662,【天天】透氣親膚衛生棉_衛生護墊15cm_3包組(28片/包 共84片)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,天天,14573664,【天天】瞬吸乾爽衛生棉_一般日用型24cm_3包組(8片/包 共24片)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,涼感,愛康,14599590,【愛康】10包組-6種尺寸任選 涼感衛生棉-多款可選(日用/夜用/夜用加長/量少/超長/護墊)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,衛生棉條,,14623212,【丹碧絲】導管式衛生棉條 量多型(96入/盒)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,涼感,Mdmmd 明洞國際,14623213,【Mdmmd 明洞國際】6包組- 超涼感 褲型 衛生棉(兩款任選)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,天天,14685115,【天天】箱購 驚奇褲衛生棉-純粹黑(24包/箱 共72片)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,本月主打,Sofy 蘇菲,14755492,【Sofy蘇菲】彈力貼身 超薄日夜用潔翼/日用基本衛生棉(2箱組)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,產褥墊,Laurier 蕾妮亞,14768318,【Laurier 蕾妮亞】SaraPure吸水淨味墊(5CCx40片/15CCx25片/30CCx22片/50CCx15片)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,Chuli,14788655,【Chuli】初梨舒睡褲
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,Chuli,14788656,【Chuli】懸浮涼感衛生棉
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,Lovekins 沐歆,14839429,【Lovekins 沐歆】Triple probio 益菌衛生棉(專利益生菌/敏感肌可用/多尺寸/245mm/290mm/360mm/大江生活)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,Lovekins 沐歆,14839431,【Lovekins 沐歆】Triple probio 益菌安心褲/褲型衛生棉(專利益生菌添加/敏感肌可用/多尺寸/大江生活)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,日本大王,14869200,【日本大王】elis愛麗思純淨裸肌/新升級Luna fit極緞棉超薄款17-36cm_衛生棉6入組(72-204片)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,日本大王,14869210,【日本大王】elis愛麗思GO出色極致薄_衛生棉6入組(72-216片)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,漏尿棉墊,SUNORO,14875337,【SUNORO】純棉側開男用安心防漏尿保潔內褲 失禁褲 透氣成人三角褲(銀發族/老年人內褲)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,愛康,14915105,【愛康】透氧抑菌衛生棉2入組 (24cm/28cm)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,愛康,14931779,【愛康】透氧抑菌衛生棉2入組 (24cm/28cm)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,漏尿棉墊,佑伴,14945311,【佑伴】六把手 老年人翻身隔尿兩用墊 加大純棉翻身移位墊 防滑護理保潔墊 起身挪動移位帶 翻身輔助器
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,天天,14969539,【天天】成人平面口罩*2盒+驚奇褲*2
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,天天,14969540,【天天】小臉適用！平面口罩*2盒+驚奇褲*2
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,天天,14969541,【天天】日系立體口罩*2盒+驚奇褲*2
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,靠得住,Kotex 靠得住,14980643,【Kotex 靠得住】好菌Plus+衛生棉 17.5-35cm
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,衛生棉條,好自在,14996849,【好自在】INFINITY 液體衛生棉 3款任選 (日用/夜用/夜用加長)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,蘇菲,Sofy 蘇菲,14999815,【Sofy 蘇菲】天然衛生棉 23cm-29cm/共135-145片 衛生棉箱購
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,涼感,Mdmmd 明洞國際,15033409,【Mdmmd 明洞國際】超涼感益生菌衛生棉12入組(一般型/ 量多型/夜用型/護墊/褲型)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,涼感,Mdmmd 明洞國際,15034772,【Mdmmd 明洞國際】超涼感益生菌衛生棉24入組(一般型/ 量多型/夜用型/護墊/褲型)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,涼感,Mdmmd 明洞國際,15034773,【Mdmmd 明洞國際】超涼感益生菌衛生棉36入組(一般型/ 量多型/夜用型/護墊/褲型)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,涼感,愛康,15100488,【愛康】透芯涼感衛生棉/褲型衛生棉 Care Bears 聯名款 6包入組(護墊型/日用型/夜用型/加長型/褲型)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,靠得住,Kotex 靠得住,15112821,【Kotex 靠得住】好菌棉串購-24cm/28cm/35cm-生活超市嚴選
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,涼感,Sofy 蘇菲,15118904,【Sofy 蘇菲】清新涼感衛生棉24包入箱購 (薄荷35cm 216片/小黃瓜23cm 336片/洋甘菊23cm 336片)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,漏尿棉墊,,15124184,Homeco 可水洗防水隔尿墊 TPU防水透氣 保潔墊 成人護理墊 長輩照護床墊防護墊 防滑親膚 快乾易清洗
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,天天,15126156,【天天】超長芯體衛生棉_夜用型35cm_3包組(6片/包 共18片)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,蕾妮亞,Laurier 蕾妮亞,15126258,【Laurier 蕾妮亞】零觸感貼貼褲褲型衛生棉12包組(M-L褲型)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,涼感,愛康,15141754,【愛康】透芯涼感衛生棉/褲型衛生棉 Care Bears 聯名款 12包入組(護墊型/日用型/夜用型/加長型/褲型)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,本月主打,Laurier 蕾妮亞,15165606,【Laurier 蕾妮亞】日夜不怕漏! 零觸感日用25cmx30片x4包＆晚安褲/貼貼褲 褲型衛生棉任選4包
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,月亮杯,,15175322,月釀碟片｜標準型｜清潔套組
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,月亮杯,,15175323,月釀碟片｜迷你型｜清潔套組
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,蘇菲,Sofy 蘇菲,15253382,【Sofy 蘇菲】日本製 超熟睡肌呼吸衛生棉 33cm/36cm/40cm/M-L褲型 (夜用衛生棉)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,愛康,15292661,【愛康】透氧抑菌褲型衛生棉－3包入(L號/XL號)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,愛康,15292666,【愛康】透氧抑菌衛生棉2入組 (24cm/28cm)-生活超市嚴選
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,靠得住,Kotex 靠得住,15312462,【Kotex 靠得住】茶樹沁涼棉 23cm 18片 /28cm 16片 /35cm 10片 1包-生活超市嚴選
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,涼感,Sofy 蘇菲,15342036,【Sofy 蘇菲】7+8月集點加購-清新涼感衛生棉 薄荷酷涼23cm 9片/包
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,本月主打,Sofy 蘇菲,15352082,【Sofy 蘇菲】超熟睡衛生棉28-35cm 6包(細緻棉柔/超薄乾爽瞬吸層/超薄細緻棉柔)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,康乃馨,康乃馨,15355629,【康乃馨】清涼棉衛生棉一般流量14片(14片/包；6包/組)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,康乃馨,康乃馨,15355634,【康乃馨】清涼棉衛生棉量多型12片(12片/包；6包/組)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,康乃馨,康乃馨,15355638,【康乃馨】清涼棉衛生棉量多加長10片(10片/包；6包/組)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,康乃馨,康乃馨,15355694,【康乃馨】清涼棉衛生棉夜用加長8片(8片/包；6包/組)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,康乃馨,15355788,【康乃馨】香黛兒馨香沁涼衛生棉(5-8片/包)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,康乃馨,康乃馨,15372363,【康乃馨】貼馨褲 褲型衛生棉M-XL號(2片/包；12包/箱)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,Sofy 蘇菲,15383908,【Sofy 蘇菲】超熟睡褲型衛生棉M/L/XL(一般款24片/極薄玩色款36片)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,天天,15400077,【天天】超薄抑菌衛生棉 一般日用型24.5cm(14片/包)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,天天,15400078,【天天】超薄抑菌衛生棉 量多日用型29cm(14片/包)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,天天,15400080,【天天】箱購 天天超薄抑菌衛生棉 一般日用型24.5cm(336片/箱)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,品牌總覽,天天,15400082,【天天】箱購 超薄抑菌衛生棉 量多日用型29cm(336片/箱)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,涼感,愛康,15400084,【愛康】48包/箱 涼感衛生棉 多款可選 (日用/夜用/夜用加長/量少/超長/護墊)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,康乃馨,康乃馨,15403343,【康乃馨】清涼棉衛生棉夜用超長36公分7片(7片/包；6包/組)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,康乃馨,康乃馨,15403344,【康乃馨】清涼棉衛生棉夜用極長40公分6片(6片/包；6包/組)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,護墊,康乃馨,15403345,【康乃馨】清涼護墊一般型15公分24片(24片/包；6包/組)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,護墊,康乃馨,15403346,【康乃馨】清涼護墊加長型17公分20片(20片/包；6包/組)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,護墊,小林製藥,15409612,【小林製藥】SARA.LI.E衛生護墊(72片/14cm)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,蕾妮亞,Laurier 蕾妮亞,15412670,【Laurier 蕾妮亞】極吸好眠晚安褲/貼貼褲 褲型衛生棉12片裝(S-M/M-L/XL)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,涼感,愛康,15424412,【愛康】透芯涼感褲型衛生棉 Care Bears 聯名款(L號 / XL號)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,涼感,MIHONG 米鴻生醫,15466600,【MIHONG 米鴻生醫】閨期好月 超涼感衛生棉-日用型/夜用型/護墊 透氣 加長型
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,護墊,CottonLabo,15466601,【CottonLabo】極淨舒柔有機衛生護墊(40片/日用15cm)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,護墊,小林製藥,15466602,【小林製藥】純棉衛生護墊-極上棉柔(52片/15cm)
FMCG,Beauty,Feminine Hygiene,Sanitary Products,黃,個人清潔,衛生棉,蕾妮亞,Laurier 蕾妮亞,15497457,【Laurier 蕾妮亞】SaraPure吸水淨味墊任選2入組(5CCx40片/15CCx25片/30CCx22片/50CCx15片)-生活超市嚴選
